temperature,humidity,wind_speed,rainfall,drought_index,ndvi,slope,elevation,distance_to_road,population_density,month,is_dry_season,fire_occurred
16.34,46.25,39.45,0.602,299.9,0.607,21.68,866.4,20.44,281.3,9,1,1
33.84,62.31,17.55,0.142,640.0,0.4061,33.81,1766.2,19.15,347.7,12,0,1
16.35,16.93,20.23,1.241,667.4,0.5906,12.69,2294.8,15.06,248.9,8,1,1
28.38,17.46,19.68,0.978,243.3,0.751,9.86,76.7,15.63,241.7,8,1,1
34.82,24.61,9.59,0.166,375.2,0.121,41.68,2181.8,19.11,184.0,10,0,1
13.74,54.04,3.06,1.422,699.1,0.4605,25.73,585.6,20.74,135.7,10,0,0
29.86,28.19,29.55,2.009,42.1,0.7068,4.71,1167.0,19.68,473.1,3,0,1
18.98,34.08,49.46,2.187,711.3,0.5369,8.69,2138.3,17.65,158.8,9,1,1
43.7,44.03,8.34,3.537,175.3,0.6212,44.95,2068.6,4.76,31.7,8,1,0
26.92,79.01,2.33,0.79,542.8,0.5133,8.8,2235.2,6.4,83.6,3,0,0
38.21,11.18,38.98,4.589,466.0,0.8935,27.47,2354.0,7.88,428.6,10,0,1
29.26,65.2,12.63,3.008,442.4,0.1437,18.91,1145.5,27.6,293.3,1,0,0
11.52,66.85,41.48,0.528,687.5,0.4928,39.85,1658.1,22.81,389.4,5,1,1
32.16,77.89,35.2,0.26,81.3,0.1731,33.98,1006.7,16.63,404.4,4,1,1
43.3,89.28,47.28,0.857,277.6,0.2278,26.86,909.3,7.64,411.6,8,1,1
31.06,11.71,20.45,0.771,430.6,0.4064,0.48,1107.4,3.42,275.3,6,1,1
38.67,23.07,33.1,1.286,649.0,0.2244,39.59,1870.5,26.97,88.6,10,0,1
40.95,85.32,23.24,1.313,173.2,0.8709,20.01,1278.5,26.79,74.1,5,1,1
17.98,48.97,31.53,2.079,642.3,0.8574,41.92,2044.4,3.41,287.0,9,1,0
17.42,57.99,22.48,1.07,319.7,0.3689,22.3,1875.8,23.94,183.3,6,1,1
31.38,66.36,9.43,0.166,151.1,0.6118,31.24,100.2,13.45,279.0,11,0,0
24.39,67.72,25.39,2.931,607.2,0.527,3.12,1594.1,9.79,249.2,11,0,0
39.4,89.2,26.43,0.556,72.7,0.7525,33.53,1119.6,22.2,301.1,11,0,0
41.5,94.74,40.53,5.326,411.8,0.602,15.21,1168.7,18.47,16.1,11,0,0
22.37,71.21,36.78,0.188,51.1,0.1002,15.81,2055.0,23.42,16.4,3,0,0
18.29,34.41,33.19,4.764,285.1,0.7105,5.34,1391.6,2.32,360.8,6,1,0
37.32,84.78,5.67,0.143,480.9,0.6975,6.61,2219.8,9.63,96.6,12,0,0
19.62,14.18,36.03,0.394,444.9,0.5078,8.36,1796.4,9.65,326.1,11,0,1
38.79,29.64,25.02,0.072,323.7,0.8223,14.77,1404.5,9.96,273.3,12,0,1
24.83,86.28,44.7,1.832,343.2,0.8268,40.14,1898.6,15.12,490.9,4,1,0
33.36,31.78,45.99,2.849,181.4,0.5191,16.57,144.0,8.56,417.7,5,1,1
13.34,28.76,2.76,0.854,364.7,0.5864,32.6,116.4,13.39,206.6,6,1,0
31.84,21.74,41.03,3.958,762.6,0.8972,3.72,254.2,11.1,308.2,9,1,1
25.81,83.02,1.88,1.338,680.4,0.3391,26.6,1122.0,22.09,58.6,3,0,1
30.53,52.5,18.36,1.491,116.2,0.3597,21.69,626.9,18.14,193.2,1,0,0
15.88,67.37,27.11,2.801,23.8,0.2462,44.01,2461.4,19.64,366.9,2,0,0
35.79,30.32,7.41,0.528,746.8,0.8167,38.08,1378.6,6.4,311.3,8,1,1
40.2,74.43,37.32,0.656,421.4,0.6956,20.47,1672.9,9.83,242.2,4,1,1
17.59,74.6,0.42,3.546,430.3,0.1845,34.88,733.1,0.73,88.3,7,1,0
13.35,36.57,8.43,3.468,624.6,0.8854,8.69,838.4,3.34,401.6,2,0,0
10.83,44.91,29.04,5.625,251.8,0.6848,25.31,871.9,8.03,136.6,12,0,0
32.47,27.82,35.72,3.482,385.5,0.7804,3.36,1761.9,2.06,410.2,11,0,1
31.25,93.01,45.83,0.204,774.9,0.1385,15.66,1210.6,18.12,305.8,10,0,1
29.13,64.88,35.27,2.604,537.7,0.504,10.16,1318.3,29.94,186.4,8,1,1
18.12,89.44,33.59,0.791,123.0,0.6589,32.35,1500.4,3.11,20.3,10,0,0
23.68,35.79,19.72,7.033,106.6,0.5344,22.05,1933.6,24.65,116.2,12,0,0
30.81,76.46,0.06,0.959,163.4,0.6333,33.8,271.4,3.65,444.5,12,0,1
27.39,75.1,6.01,1.211,613.4,0.7543,23.19,1953.3,20.13,409.0,9,1,1
44.57,68.79,26.73,1.132,236.3,0.3995,3.89,1429.9,19.33,287.4,7,1,1
14.78,92.08,33.76,0.582,17.1,0.7789,33.09,1689.3,27.09,233.2,10,0,0
34.33,43.45,20.87,0.117,755.3,0.2303,37.5,852.5,3.51,323.6,11,0,1
24.15,21.11,36.53,3.39,135.8,0.3167,40.66,1053.0,9.53,233.1,1,0,1
24.99,67.1,26.09,2.434,7.6,0.1347,25.74,616.4,2.81,322.2,2,0,0
35.12,71.99,3.71,0.225,189.7,0.3915,33.91,2449.3,12.28,153.7,9,1,0
34.24,58.88,9.6,2.249,188.0,0.4039,33.84,1267.7,27.36,419.2,10,0,1
44.69,27.58,42.0,1.475,337.6,0.7442,7.01,2490.4,23.47,351.0,7,1,1
14.49,52.88,36.25,0.789,736.3,0.6225,7.39,1250.0,21.71,165.0,11,0,1
13.64,36.54,44.74,0.44,703.3,0.4494,3.19,588.4,16.04,415.3,3,0,1
35.35,46.33,5.88,2.946,365.5,0.6217,14.4,1293.3,26.52,243.7,5,1,1
30.24,64.84,49.51,1.807,328.7,0.1422,21.31,147.0,13.54,87.3,1,0,1
19.6,73.34,10.47,1.19,444.0,0.2442,44.91,2266.7,4.58,38.9,10,0,0
12.78,29.74,0.59,1.411,194.8,0.6016,19.39,2055.4,25.14,349.8,3,0,0
13.0,44.45,49.87,0.143,41.7,0.6131,32.68,1828.3,8.46,432.6,11,0,1
41.3,32.88,14.05,0.963,751.4,0.7193,31.2,1544.1,1.7,403.7,4,1,1
16.72,26.88,33.4,0.323,149.4,0.4224,9.2,1470.6,3.87,327.8,4,1,1
21.32,76.59,8.83,0.351,158.7,0.678,2.63,2492.0,18.31,70.7,7,1,0
17.93,87.29,29.01,1.624,378.0,0.6472,24.57,731.1,18.25,47.0,5,1,1
22.42,41.47,45.2,3.633,393.3,0.8707,31.51,1960.2,7.88,172.5,9,1,1
12.43,73.86,16.01,0.776,14.7,0.2721,44.92,1474.4,21.84,427.5,7,1,0
28.17,86.24,33.51,0.349,118.4,0.5413,16.14,2440.9,23.23,480.9,2,0,0
12.37,81.92,9.4,1.569,302.5,0.5814,40.34,2078.1,27.62,120.7,11,0,0
38.01,25.54,31.24,3.074,547.0,0.8989,17.19,2496.4,17.59,381.0,11,0,1
18.18,91.28,16.82,2.069,182.7,0.2609,31.02,1491.4,23.4,286.9,8,1,0
28.9,42.02,10.56,3.046,338.4,0.5186,26.92,551.1,22.62,15.9,11,0,0
40.8,38.84,15.66,1.154,445.9,0.3769,2.38,1284.0,7.81,271.5,2,0,1
32.78,15.31,8.94,2.091,710.9,0.5207,3.53,1792.2,9.38,403.0,7,1,1
28.65,51.32,45.1,0.226,260.9,0.2857,0.93,1947.2,14.41,138.1,5,1,1
21.35,19.27,19.86,0.642,106.8,0.1381,16.69,51.2,0.67,448.7,10,0,1
21.66,31.13,12.26,0.74,391.4,0.5581,33.56,1287.3,8.99,118.1,6,1,1
33.43,36.94,22.42,1.074,597.4,0.3687,7.77,626.3,14.27,38.2,11,0,1
44.79,78.75,16.03,3.969,87.9,0.2456,27.26,2193.5,3.33,80.0,4,1,1
33.16,84.42,37.22,3.111,339.7,0.3591,13.0,424.6,3.88,418.5,5,1,1
29.52,35.71,48.56,0.217,14.2,0.1394,35.86,1682.8,13.95,208.7,12,0,1
35.57,82.99,21.9,0.285,26.8,0.8604,35.93,701.9,21.96,398.5,5,1,0
26.28,82.86,43.05,0.664,386.4,0.5649,34.89,923.5,25.03,265.6,7,1,1
12.1,75.0,28.29,0.515,238.6,0.7518,23.62,2354.4,16.43,240.3,11,0,0
29.68,22.47,7.86,1.431,676.1,0.4385,12.81,639.1,14.29,403.5,12,0,1
43.52,68.68,34.53,3.496,481.7,0.8227,36.42,282.8,11.59,211.7,4,1,1
16.14,90.33,25.67,4.917,363.1,0.4867,8.37,219.7,5.87,401.0,5,1,0
34.15,68.02,32.53,1.59,326.3,0.5592,13.04,1286.3,4.48,50.3,4,1,1
17.03,38.19,44.48,2.732,397.8,0.4934,8.28,1622.2,23.78,318.2,4,1,1
28.75,52.55,22.02,1.117,32.4,0.6866,30.34,851.9,14.0,351.3,8,1,0
13.38,64.89,45.06,0.35,714.2,0.5533,30.88,1741.1,23.73,449.5,11,0,0
25.76,53.4,37.53,1.116,798.6,0.3173,29.36,199.5,21.15,112.2,5,1,1
36.47,20.2,24.43,1.215,145.2,0.2164,18.7,2150.5,5.9,302.1,9,1,1
22.17,36.53,30.16,2.035,96.3,0.5849,4.51,2050.6,15.36,216.6,5,1,0
33.27,78.2,16.28,0.372,114.9,0.4913,41.0,2464.5,13.38,191.4,8,1,0
37.84,83.22,49.18,0.689,528.8,0.1768,22.85,2344.4,12.77,53.4,3,0,1
42.45,21.67,33.37,0.679,529.2,0.4165,18.31,922.7,16.32,67.1,12,0,1
18.21,90.95,2.19,4.807,678.3,0.5118,26.5,1028.2,29.46,418.5,7,1,0
23.98,37.95,16.33,0.88,601.5,0.7615,8.68,1877.6,24.41,374.9,1,0,1
15.33,66.3,31.17,2.11,359.8,0.1609,5.96,378.5,27.12,191.2,12,0,1
44.74,73.91,2.82,2.084,490.3,0.3788,18.25,819.3,0.99,414.2,5,1,0
42.45,79.02,1.19,0.463,550.6,0.7581,10.22,340.4,4.3,40.4,2,0,1
28.9,90.39,22.5,1.272,410.2,0.6187,10.99,1164.5,2.63,312.4,8,1,1
39.47,36.6,16.63,3.371,380.5,0.332,40.16,1402.4,7.97,434.1,12,0,1
28.23,82.97,21.91,0.967,516.1,0.7763,23.88,567.3,13.31,419.4,6,1,0
31.83,21.19,13.13,4.354,446.0,0.4946,21.76,115.2,19.3,186.4,5,1,1
13.12,69.93,8.24,0.362,515.2,0.4987,31.03,1812.4,15.07,372.6,3,0,0
36.43,73.07,34.46,0.116,490.3,0.8813,42.82,99.0,27.11,213.7,1,0,1
14.47,67.61,25.73,3.331,575.4,0.8577,5.05,2434.8,28.2,420.1,10,0,0
38.91,31.45,10.01,2.823,514.2,0.3868,37.51,592.9,4.99,265.4,10,0,1
37.37,84.21,15.98,7.357,415.8,0.2125,26.28,1676.6,25.6,382.4,10,0,0
34.81,24.35,29.59,1.706,545.4,0.3605,6.58,1115.1,14.5,39.3,11,0,1
11.27,14.56,3.61,4.14,359.6,0.1244,13.37,196.2,13.65,295.0,10,0,0
20.61,70.98,7.37,2.631,193.3,0.1166,21.71,1206.8,23.57,275.1,12,0,0
19.21,50.42,3.66,2.791,1.1,0.4164,31.1,1316.1,2.88,305.0,8,1,1
22.6,82.17,40.62,1.263,448.0,0.8528,10.92,2144.0,26.49,347.8,11,0,0
13.07,42.59,37.62,0.723,472.5,0.7971,24.07,1844.3,20.16,459.1,5,1,1
42.79,24.3,37.67,4.09,777.6,0.5092,30.81,244.3,26.27,392.8,9,1,1
29.38,81.1,35.82,0.849,289.2,0.5522,20.19,562.4,29.83,109.8,11,0,1
20.69,56.66,33.47,1.161,315.3,0.1047,38.84,814.1,15.59,412.9,7,1,0
23.89,26.08,23.85,0.886,161.4,0.2724,39.13,335.2,2.89,61.0,1,0,0
25.65,71.23,32.11,1.248,56.4,0.1198,21.18,1169.4,5.08,311.1,11,0,0
31.02,53.44,1.92,0.954,618.2,0.7036,43.78,2461.6,9.78,441.4,1,0,1
28.05,61.37,31.07,0.074,199.7,0.2165,3.4,1310.8,3.2,50.6,7,1,1
42.18,49.18,38.89,3.206,487.1,0.7952,0.15,1867.6,24.48,424.8,11,0,1
27.39,80.44,25.02,0.882,550.2,0.6147,17.13,1723.2,8.98,399.3,7,1,1
44.73,80.51,17.88,1.334,377.0,0.2835,27.05,2132.3,29.28,251.9,9,1,1
39.8,70.3,13.87,0.225,701.1,0.2262,28.31,578.5,21.11,154.4,2,0,1
17.3,18.96,32.14,0.005,355.0,0.6021,21.44,1896.9,5.29,202.7,7,1,1
42.57,81.3,34.64,0.422,227.9,0.8207,5.62,2209.3,14.33,484.3,2,0,0
14.07,67.04,43.55,1.829,716.8,0.6747,7.67,470.2,14.06,100.8,10,0,0
38.61,69.25,17.12,0.157,689.3,0.3788,38.35,899.7,14.83,289.8,12,0,1
23.32,40.85,38.49,3.593,131.2,0.5699,39.06,2426.7,16.12,41.6,10,0,1
40.73,84.74,28.07,0.363,20.8,0.3486,30.33,1962.9,1.03,108.9,2,0,0
40.38,71.66,44.14,0.343,72.0,0.8993,29.89,742.3,20.62,381.7,5,1,1
38.21,19.57,26.39,0.3,229.2,0.6991,26.9,1431.7,14.67,151.3,9,1,1
37.65,44.66,25.88,0.021,777.8,0.5915,9.13,1040.6,23.75,492.9,9,1,1
20.66,85.34,28.89,2.216,446.8,0.4386,19.27,1250.4,24.48,250.4,10,0,0
12.83,14.01,37.47,3.12,298.6,0.5945,31.32,920.2,6.99,258.3,1,0,1
24.1,91.72,48.23,1.429,711.0,0.3733,24.18,734.4,1.55,18.2,11,0,1
16.07,67.73,3.68,0.313,362.5,0.1231,0.84,1703.2,21.13,478.3,7,1,0
34.32,63.67,2.67,0.504,252.2,0.4161,42.91,1957.4,29.34,87.1,10,0,1
22.11,33.0,46.88,0.969,753.0,0.8444,38.02,2191.2,13.46,269.2,10,0,1
44.15,31.15,26.49,4.63,679.6,0.601,11.72,430.6,7.86,197.8,12,0,1
32.43,90.07,30.75,0.426,674.9,0.1672,27.74,2066.0,4.78,207.8,3,0,1
38.79,35.35,24.12,1.973,409.8,0.808,41.55,674.3,8.69,321.7,10,0,1
14.64,75.92,4.68,0.868,631.6,0.3151,4.32,1097.0,9.9,331.0,10,0,0
40.17,43.42,38.4,0.53,143.5,0.295,22.64,2258.5,12.77,77.1,1,0,1
42.3,21.84,37.36,0.913,458.6,0.3377,20.53,1163.5,19.7,249.8,2,0,1
27.05,10.91,15.59,0.111,787.1,0.5618,18.46,532.8,8.27,395.2,6,1,1
31.22,56.26,15.31,2.404,232.8,0.5358,37.6,441.7,1.62,221.6,10,0,1
36.77,92.94,41.89,0.418,635.5,0.4931,17.13,1208.8,11.26,82.9,2,0,1
16.12,41.38,3.62,1.939,392.4,0.674,2.86,1918.5,25.68,156.6,2,0,0
27.59,40.36,44.06,0.106,31.8,0.3532,2.96,2493.2,15.0,106.2,4,1,1
23.95,39.25,12.83,4.655,610.4,0.7257,1.92,1979.2,28.95,62.9,3,0,0
15.12,54.25,29.65,0.322,134.9,0.2403,18.41,2198.7,15.16,188.8,8,1,0
22.86,47.46,46.8,3.215,505.2,0.7261,32.33,1882.2,8.35,270.5,8,1,1
12.39,84.79,33.91,2.487,68.5,0.631,9.17,2243.8,5.88,36.4,6,1,0
10.9,52.97,20.72,5.156,757.5,0.6466,29.09,236.9,20.87,301.9,4,1,1
14.73,53.16,34.48,0.975,233.4,0.4852,30.92,2328.3,16.14,496.5,7,1,0
43.71,21.76,17.2,1.95,181.2,0.6336,11.48,1021.2,18.16,482.1,9,1,1
29.23,93.53,13.86,0.695,103.3,0.1638,27.03,2308.0,22.68,414.6,2,0,0
43.8,31.25,49.83,0.306,756.8,0.7812,30.82,235.5,21.8,133.2,6,1,1
25.14,16.24,37.54,0.878,569.5,0.1444,21.0,1802.3,1.4,11.2,7,1,1
20.91,66.37,32.24,0.272,593.3,0.219,15.15,1852.4,24.1,416.8,1,0,0
27.71,60.61,17.76,6.03,399.5,0.5614,27.86,2492.4,16.03,27.9,6,1,0
25.38,45.29,2.46,0.152,379.8,0.6915,44.0,1933.7,11.81,102.8,8,1,0
13.7,45.89,1.55,1.335,88.0,0.161,19.21,987.3,16.17,272.2,7,1,1
32.43,76.73,27.71,1.477,447.9,0.8366,17.63,1415.3,18.41,89.2,2,0,0
17.56,26.64,38.1,1.159,197.5,0.8789,20.89,948.0,4.57,416.9,2,0,0
31.69,79.72,26.87,1.628,781.7,0.5848,3.43,530.2,12.58,388.6,4,1,0
32.76,65.14,42.04,0.185,637.3,0.485,24.89,658.8,10.13,377.9,5,1,1
15.32,45.61,1.67,1.215,330.4,0.6931,14.79,593.9,10.58,408.1,5,1,0
12.15,48.93,18.34,0.508,121.1,0.3627,5.46,1394.6,2.83,109.9,11,0,0
37.33,31.82,11.85,4.225,628.3,0.4946,20.98,2270.1,4.88,364.4,2,0,1
26.09,73.93,22.36,2.154,97.6,0.8329,0.15,2286.2,4.94,177.6,7,1,0
12.04,53.59,3.62,5.391,151.5,0.8645,18.08,184.2,11.26,333.4,8,1,0
44.82,37.27,47.71,0.057,169.2,0.8417,4.76,245.8,26.85,61.0,2,0,1
12.02,60.66,11.16,0.503,445.5,0.31,1.09,650.5,6.26,352.8,4,1,0
34.33,94.64,46.12,0.326,629.6,0.286,37.1,674.9,12.54,486.1,12,0,1
44.43,47.0,21.29,0.017,251.5,0.3381,41.23,282.5,9.42,21.8,11,0,1
18.37,88.26,49.28,0.416,67.7,0.453,9.35,1001.7,23.64,46.9,11,0,0
14.98,39.33,27.7,1.703,371.6,0.3513,24.27,1489.9,1.6,61.8,3,0,0
14.25,14.65,46.54,0.394,598.5,0.3994,12.51,1466.5,5.98,215.3,4,1,1
20.61,27.36,0.27,1.067,177.3,0.5965,22.21,1381.4,6.4,145.4,5,1,1
13.54,45.59,37.41,3.281,175.9,0.71,19.65,879.7,29.79,403.5,6,1,1
34.23,28.67,45.15,1.775,757.8,0.6884,12.11,1780.8,17.17,236.9,2,0,1
12.18,10.02,6.99,0.753,763.3,0.7515,31.52,2074.9,4.25,242.3,10,0,0
27.83,87.78,4.81,0.699,792.4,0.1257,5.69,898.4,8.24,358.5,6,1,1
44.88,81.73,21.23,0.912,646.1,0.1382,2.39,259.6,5.12,181.0,9,1,1
38.49,73.09,46.68,0.292,150.5,0.7315,34.55,776.0,3.83,176.6,12,0,1
31.53,24.26,27.12,1.508,169.6,0.5265,29.97,386.6,23.94,378.5,12,0,1
20.72,20.23,26.37,0.679,272.2,0.5625,22.43,1195.0,14.92,390.0,11,0,1
31.84,15.75,7.06,2.87,254.5,0.1421,21.05,432.0,18.97,7.2,8,1,0
28.45,71.54,0.04,2.119,765.2,0.3043,22.38,1184.0,10.0,71.9,1,0,0
24.91,88.95,40.51,1.414,631.3,0.6107,19.67,591.5,16.66,106.5,9,1,1
14.57,46.6,4.38,0.679,579.2,0.7873,17.68,1859.9,7.8,175.8,12,0,0
41.03,20.13,31.69,0.353,148.8,0.8336,22.49,117.5,9.31,145.7,11,0,1
25.74,53.55,45.73,2.245,727.6,0.5003,23.78,1409.1,19.6,334.3,10,0,1
16.81,39.65,10.43,0.999,662.3,0.5364,31.14,465.2,4.6,414.1,11,0,0
22.87,41.86,33.26,0.382,130.9,0.7664,32.0,52.4,18.55,96.0,2,0,1
24.49,62.81,3.93,0.326,696.9,0.5301,16.99,2179.5,25.58,281.5,12,0,0
38.96,71.09,30.19,0.271,217.8,0.5135,18.61,1695.2,3.7,183.9,11,0,0
35.68,19.4,8.2,2.252,64.7,0.8241,16.82,292.4,26.93,252.9,1,0,1
36.93,13.03,36.8,0.39,525.5,0.7319,24.14,1677.0,2.48,310.4,6,1,1
10.39,94.52,15.06,1.122,523.0,0.8273,20.4,1548.5,10.53,446.8,1,0,0
24.57,29.78,23.17,0.901,75.9,0.2746,40.03,1209.7,18.35,96.1,6,1,1
26.85,14.58,29.97,1.3,255.1,0.5195,31.34,1077.2,16.83,43.5,2,0,1
10.67,26.14,8.56,3.145,794.3,0.774,40.44,2223.3,2.98,313.6,12,0,0
19.09,13.31,37.08,3.035,542.7,0.1889,31.91,650.6,23.99,197.1,11,0,1
36.61,43.3,15.13,0.9,584.1,0.7357,43.69,1025.9,29.2,81.5,7,1,1
14.8,78.2,33.12,0.023,170.3,0.2464,28.61,856.3,5.52,58.5,7,1,0
28.74,39.01,7.91,0.834,63.0,0.7465,43.36,1939.4,26.86,279.5,12,0,0
17.53,47.76,34.41,1.398,221.5,0.5896,7.12,2295.3,16.75,150.2,4,1,1
10.42,67.42,6.41,1.224,199.1,0.2546,2.36,2132.0,28.08,498.7,2,0,0
18.44,53.26,21.27,1.58,187.6,0.4787,26.06,2004.4,5.36,203.0,12,0,0
44.16,83.22,12.36,0.251,154.2,0.6455,44.26,2467.6,23.78,106.1,11,0,1
38.05,83.61,37.42,1.56,459.8,0.6071,18.79,1758.0,1.89,314.4,7,1,1
43.59,10.84,13.1,0.303,262.5,0.4418,9.54,1890.1,26.51,122.1,1,0,1
27.07,76.13,44.09,2.083,656.3,0.8195,23.47,2457.9,20.26,247.0,12,0,1
13.84,49.16,44.59,0.621,147.2,0.5154,29.2,67.1,11.17,241.3,11,0,1
29.18,94.05,9.82,1.856,371.7,0.5047,14.18,1603.4,5.79,226.8,11,0,0
25.9,51.07,30.69,0.074,10.9,0.1498,32.16,1860.5,24.51,398.0,2,0,0
39.55,93.89,4.39,0.786,385.3,0.8377,43.88,2298.7,18.14,108.3,12,0,0
13.43,74.14,19.58,1.831,44.7,0.2417,40.36,2215.4,10.88,452.2,2,0,0
27.09,31.13,35.67,0.386,782.2,0.5227,13.12,2112.8,13.37,395.7,1,0,1
15.25,55.76,32.97,2.379,632.5,0.7429,14.7,2367.2,24.81,166.6,9,1,1
21.36,94.33,31.24,1.495,392.1,0.2724,16.72,1366.6,10.23,90.3,6,1,1
35.81,82.89,14.13,1.329,69.3,0.5219,17.75,67.0,2.78,139.8,3,0,0
26.66,18.28,18.9,0.654,474.0,0.2925,4.51,77.1,27.35,166.3,12,0,1
23.16,70.04,5.15,0.988,607.0,0.7078,34.29,1384.4,11.68,278.5,6,1,1
23.81,39.37,35.95,1.365,152.6,0.5515,16.44,1116.4,10.52,23.2,7,1,1
26.08,10.59,25.19,0.959,454.6,0.7848,39.59,1155.6,6.21,457.2,3,0,1
37.48,44.3,35.44,1.798,651.4,0.8156,41.71,1031.0,26.93,49.3,4,1,1
41.22,29.95,12.45,0.853,614.6,0.619,1.1,2298.4,6.6,139.6,10,0,1
43.44,79.6,16.22,0.339,642.4,0.6803,44.48,930.0,19.14,54.6,1,0,1
37.54,38.67,16.71,0.361,703.5,0.5394,31.95,2147.8,26.43,128.3,6,1,1
21.04,80.34,1.29,0.009,750.1,0.4075,23.42,2262.0,1.14,418.8,6,1,0
34.08,10.05,17.05,0.537,324.4,0.6185,17.53,1273.8,24.88,307.6,9,1,1
25.32,36.16,40.17,2.073,455.0,0.8266,23.33,1145.0,12.38,113.7,2,0,1
18.91,30.5,44.86,2.371,632.5,0.4333,14.61,1914.5,19.77,435.9,5,1,1
39.43,29.85,25.91,0.339,557.7,0.3515,28.02,1784.5,11.23,400.4,5,1,1
11.34,15.8,22.78,4.793,796.4,0.4107,4.18,854.9,20.9,376.8,7,1,0
41.56,25.91,1.54,1.047,10.9,0.4483,27.95,301.2,7.7,423.8,5,1,1
26.15,57.22,43.96,3.733,284.1,0.1588,12.39,698.9,0.76,309.8,12,0,1
32.3,34.77,0.65,1.84,224.8,0.4988,0.79,371.0,28.44,250.7,10,0,1
33.08,45.48,47.24,1.923,209.9,0.4955,24.87,772.1,0.59,187.0,4,1,1
41.33,42.03,24.46,0.133,178.0,0.5708,26.03,691.5,24.74,111.9,12,0,1
32.28,84.45,17.1,0.373,567.3,0.3903,19.2,1612.4,5.16,278.7,10,0,0
31.49,86.95,46.21,0.013,67.8,0.5905,3.25,2388.5,11.83,444.7,12,0,0
12.33,51.9,1.22,1.889,593.3,0.8026,40.2,1730.1,24.69,297.0,2,0,0
28.14,38.06,29.07,0.633,554.7,0.8644,27.51,2320.3,6.26,459.8,8,1,1
15.26,19.08,27.45,2.317,200.6,0.5669,5.21,1971.1,25.98,178.5,5,1,1
35.81,91.04,10.97,0.621,202.3,0.1341,22.99,1833.3,14.98,347.6,4,1,0
27.93,15.12,21.44,2.567,503.1,0.8754,22.38,1064.5,11.05,324.3,9,1,1
33.81,35.3,32.61,0.21,609.7,0.6647,2.72,845.7,19.91,335.2,2,0,1
11.46,35.34,36.36,0.286,701.2,0.3688,27.31,2123.4,10.31,322.5,3,0,0
12.97,37.23,0.04,0.625,681.7,0.2177,36.37,2268.2,10.48,110.8,8,1,0
35.07,23.96,46.84,0.788,771.9,0.2147,33.71,1157.1,22.03,71.8,11,0,1
12.52,76.57,8.23,0.643,465.1,0.2342,9.13,72.2,9.36,489.3,4,1,0
12.49,20.41,11.68,2.164,726.9,0.1365,38.8,1991.7,6.1,22.6,9,1,1
10.42,63.97,13.17,0.153,646.8,0.8217,15.41,748.4,24.25,233.9,10,0,0
43.48,20.53,1.89,0.649,715.7,0.5326,42.59,74.2,24.18,212.5,12,0,1
35.81,16.0,6.15,2.723,9.3,0.66,3.23,2022.2,14.98,180.0,10,0,0
22.36,87.3,49.32,0.104,772.7,0.7625,21.88,1317.7,15.85,391.0,10,0,0
20.38,26.16,15.76,4.28,378.8,0.7332,26.87,1728.8,20.91,372.7,10,0,1
22.24,79.81,5.77,6.437,638.5,0.8061,11.14,2291.0,15.33,452.6,9,1,1
37.11,56.29,5.35,0.139,101.8,0.8738,34.71,1375.9,12.57,197.7,10,0,0
33.15,16.62,35.97,0.516,316.8,0.4513,28.21,1282.8,29.85,282.1,9,1,1
16.48,91.21,42.73,0.699,217.2,0.8603,0.81,762.1,4.51,446.2,1,0,0
16.09,30.99,12.85,2.247,233.3,0.6786,27.38,797.7,17.82,496.9,6,1,0
13.44,83.07,1.05,1.359,98.6,0.1565,22.12,2001.5,26.59,484.6,10,0,0
33.11,24.35,11.15,1.551,644.6,0.6454,8.82,1150.1,20.65,358.9,6,1,1
36.75,82.59,2.83,2.125,7.4,0.6494,44.81,450.6,26.44,71.6,8,1,0
19.28,11.12,5.17,0.188,250.0,0.8247,40.37,281.6,10.16,11.6,7,1,1
10.73,53.5,21.58,2.687,139.5,0.3983,13.16,1208.7,8.23,412.6,7,1,0
12.88,75.4,11.5,1.834,471.2,0.5679,24.35,1189.1,25.55,420.5,2,0,0
43.88,89.46,25.8,1.292,203.4,0.1098,14.24,1651.0,11.88,373.2,12,0,0
20.34,87.28,12.67,3.307,207.2,0.3657,34.9,1204.1,21.32,140.0,11,0,0
36.92,79.67,47.03,1.807,390.7,0.1498,41.86,401.5,4.52,319.9,4,1,1
31.86,85.5,45.3,0.338,522.2,0.5175,16.15,1294.1,22.7,158.1,1,0,1
23.37,26.93,28.34,0.843,97.0,0.754,36.25,2271.6,16.51,225.3,12,0,1
17.2,34.16,17.72,1.022,140.4,0.2652,22.43,440.6,8.13,191.2,11,0,0
14.25,34.56,19.06,0.085,197.7,0.522,17.85,1739.9,14.89,456.8,11,0,0
31.53,42.05,20.59,4.64,779.0,0.2632,42.23,1505.0,20.94,117.1,7,1,1
37.11,43.43,36.38,0.206,317.7,0.1966,22.97,1884.0,0.46,288.8,4,1,1
32.54,56.29,22.58,1.793,479.2,0.5088,21.03,419.0,19.16,180.5,9,1,1
28.56,23.59,42.84,1.059,193.2,0.1633,30.26,2356.9,16.29,331.5,6,1,1
11.47,68.76,47.2,0.039,392.4,0.5699,11.76,1571.4,6.69,282.3,6,1,0
43.9,24.24,16.8,3.88,59.3,0.1251,14.62,2125.3,22.61,462.0,9,1,1
